,iso3,year,sector_GMatrix,g_primaryagr,g_otherprim,g_energy,g_procfoods,g_bevtobacco,g_textiles,g_clothing,g_leather,g_lumber,g_paperpub,g_chemicals,g_nonmetmin,g_metals,g_fabmetals,g_transpequip,g_machinery,g_othermanuf,g_water,g_construction,g_distribution,g_transport,g_communcation,g_finance,g_insurance,g_obsict,g_oconsumer,g_oservices,sector_HMatrix,h_primaryagr,h_otherprim,h_energy,h_procfoods,h_bevtobacco,h_textiles,h_clothing,h_leather,h_lumber,h_paperpub,h_chemicals,h_nonmetmin,h_metals,h_fabmetals,h_transpequip,h_machinery,h_othermanuf,h_water,h_construction,h_distribution,h_transport,h_communcation,h_finance,h_insurance,h_obsict,h_oconsumer,h_oservices,DomVAshare,GXshare,DXshare,VXsharefwd,VXsharebwd
2746,kor,2001,distribution,154.252,24.9796,66.0746,630.435,97.7808,345.765,292.19,96.4988,48.671,137.294,573.933,39.6355,177.075,115.327,1349.9,3161.4,143.807,16.2389,1434.32,21182.7,456.575,196.999,63.8014,116.251,170.202,2664.7,1666.34,distribution,8.7629,2.8931,28.04,48.5767,11.2255,328.991,141.863,67.7956,12.1625,80.2382,509.256,39.2879,178.75,97.9224,959.071,2363.95,100.219,0.3206,2.7506,858.002,305.564,13.6057,4.9179,4.1373,88.2304,187.615,36.7359,0.5279,0.008064,0.014323,0.054187,0.011037
2747,kor,2001,transport,47.3567,11.2555,37.3351,160.81,25.3069,115.593,97.4442,26.1881,17.3138,47.7206,196.224,23.7307,87.0086,39.0194,343.624,702.387,41.8868,7.41,491.305,351.063,13730.6,47.4532,47.6569,60.813,73.1316,177.754,489.044,transport,2.6903,1.3036,15.8439,12.3908,2.9053,109.986,47.3108,18.3986,4.3266,27.8893,174.111,23.5226,87.8316,33.1307,244.137,525.212,29.1907,0.1463,0.9422,14.2198,9189.22,3.2773,3.6735,2.1643,37.9104,12.5152,10.7814,0.432153,0.105065,0.15276,0.08892,0.109253
2748,kor,2001,communcation,60.1548,10.6077,37.257,150.081,28.8995,106.819,93.5727,25.337,13.1091,60.1337,182.412,19.6981,56.9133,30.9867,345.041,807.35,42.722,11.1143,540.34,1153.97,271.727,5787.45,145.604,162.782,388.633,427.349,871.124,communcation,3.4173,1.2286,15.8107,11.5641,3.3178,101.637,45.4311,17.8006,3.2759,35.1438,161.856,19.5253,57.4517,26.3103,245.144,603.699,29.7728,0.2194,1.0362,46.7415,181.854,399.709,11.2233,5.7934,201.462,30.0886,19.2047,0.551104,0.003212,0.005955,0.019061,0.004416
2749,kor,2001,finance,248.468,44.0498,203.152,462.488,71.5207,412.139,179.258,82.0583,35.6134,136.846,681.323,72.7642,208.072,103.926,1359.29,2461.75,102.597,54.419,1502.16,1179.85,656.172,216.997,5513.67,742.255,315.043,482.368,4074.61,finance,14.1151,5.1018,86.2114,35.6359,8.2108,392.145,87.0328,57.6504,8.8995,79.9764,604.545,72.1261,210.04,88.2422,965.745,1840.78,71.4992,1.0745,2.8807,47.7896,439.145,14.9868,425.0,26.4167,163.314,33.9624,89.8283,0.692375,0.002773,0.00646,0.049099,0.004212
2750,kor,2001,insurance,18.0994,6.3943,8.7359,49.8446,8.9391,41.7972,43.5373,9.7578,4.6123,10.3758,51.3625,6.0982,15.8266,8.8067,88.133,178.327,11.6088,0.8506,138.273,46.272,130.32,10.5467,10.5112,4125.75,19.8212,30.7107,113.777,insurance,1.0282,0.7406,3.7073,3.8407,1.0262,39.7695,21.1381,6.8554,1.1526,6.0639,45.5745,6.0447,15.9764,7.4776,62.6164,133.344,8.0901,0.0168,0.2652,1.8742,87.2172,0.7284,0.8102,146.834,10.275,2.1623,2.5083,0.578186,0.001274,0.002479,0.00516,0.001866
2751,kor,2001,obsict,377.972,69.5097,181.029,851.75,198.488,469.339,430.503,110.14,53.5933,255.816,955.812,67.8441,284.223,148.807,1572.12,3588.54,216.335,39.7243,4368.36,3487.04,1191.77,593.248,447.192,587.48,7956.01,1540.46,3912.43,obsict,21.4721,8.0506,76.8232,65.6295,22.787,446.57,209.016,77.3792,13.3925,149.506,848.102,67.2491,286.911,126.35,1116.96,2683.35,150.763,0.7843,8.3773,141.242,797.599,40.9725,34.4701,20.9083,4124.28,108.46,86.2531,0.630496,0.029788,0.063188,0.098106,0.043485
2752,kor,2001,oconsumer,55.8606,17.2095,35.9835,152.15,30.5418,155.213,107.185,33.0575,13.824,59.1489,193.546,19.2024,65.7886,47.4843,294.131,693.808,47.5418,9.4418,479.878,480.183,275.866,273.813,75.9543,165.435,178.184,4794.31,1397.15,oconsumer,3.1734,1.9932,15.2703,11.7236,3.5063,147.683,52.0399,23.2247,3.4545,34.5683,171.735,19.034,66.411,40.3181,208.973,518.797,33.1317,0.1864,0.9203,19.4497,184.624,18.9108,5.8546,5.8878,92.368,337.556,30.8013,0.268161,0.006021,0.005433,0.017154,0.007521
2753,kor,2001,oservices,46.4415,8.5081,90.9227,122.126,26.5164,120.56,47.358,33.1054,8.3608,31.979,380.588,15.6869,113.545,42.4627,782.514,2510.18,42.4054,13.5501,649.485,285.398,223.706,88.3592,35.8817,45.7415,133.577,133.897,75085.2,oservices,2.6383,0.9854,38.5847,9.4101,3.0442,114.711,22.9931,23.2583,2.0893,18.6894,337.699,15.5493,114.619,36.0544,555.958,1876.99,29.5522,0.2675,1.2455,11.56,149.716,6.1025,2.7658,1.6279,69.2445,9.4273,1655.32,0.709512,0.012002,0.028651,0.042726,0.017566
3213,phl,2001,primaryagr,4504.99,11.8031,1.1401,5279.92,444.641,42.465,35.2208,10.7447,2.7119,0.9943,50.3173,0.4828,1.6534,0.0169,3.7126,41.5536,23.7403,0.5476,16.7826,29.3936,23.7162,0.9338,0.7378,2.6847,9.4498,182.454,69.3099,primaryagr,624.889,1.8353,0.0916,535.983,13.777,45.9634,35.7467,13.4534,2.8627,0.6577,37.18,0.5,2.6394,0.687,2.3489,46.9287,16.8522,0.0223,0.1553,1.1944,10.2286,0.5084,0.0868,0.3548,4.153,17.2285,0.543,0.663472,0.019286,0.066748,0.099546,0.048487
3214,phl,2001,otherprim,9.3212,1613.76,7.6773,508.224,16.0671,0.9534,1.6665,0.6904,28.0021,0.8989,7.5709,5.8255,50.0877,0.1726,17.5847,221.569,11.1969,1.9391,138.225,15.9759,9.8491,0.6748,0.399,1.2676,2.7204,99.9471,42.3434,otherprim,1.293,250.931,0.617,51.5915,0.4978,1.0319,1.6913,0.8644,29.5592,0.5946,5.5942,6.0338,79.9561,7.0287,11.1255,250.23,7.9482,0.0788,1.2793,0.6492,4.2479,0.3674,0.0469,0.1675,1.1956,9.4377,0.3317,0.692127,0.008576,0.030963,0.050894,0.019642
3215,phl,2001,energy,27.8775,60.5922,980.056,292.595,65.7223,27.0535,55.9469,11.8059,16.8436,21.4683,27.3755,39.8791,22.031,0.1262,16.2419,248.421,10.4238,20.5089,148.184,192.714,360.314,7.6283,6.6873,17.9839,10.4047,158.286,239.786,energy,3.8669,9.4217,78.7663,29.7024,2.0364,29.2822,56.7822,14.7821,17.7802,14.2001,20.2281,41.3054,35.1686,5.141,10.2759,280.555,7.3994,0.8337,1.3715,7.8308,155.401,4.1534,0.7867,2.3767,4.5727,14.9464,1.8784,0.405362,0.004366,0.009233,0.059778,0.006245
3216,phl,2001,procfoods,54.0189,8.1067,0.4072,4748.72,110.911,1.2606,1.6686,0.6219,1.1126,0.1745,10.787,0.1663,0.7049,0.0058,1.0891,11.6614,8.9128,0.1567,6.7239,12.9523,10.4339,0.3792,0.3105,1.0806,2.9657,112.452,34.4233,procfoods,7.493,1.2605,0.0327,482.059,3.4365,1.3644,1.6935,0.7787,1.1745,0.1154,7.9706,0.1722,1.1252,0.2343,0.689,13.1699,6.3268,0.0064,0.0622,0.5263,4.5001,0.2064,0.0365,0.1428,1.3034,10.6185,0.2697,0.295441,0.037685,0.058079,0.038415,0.085011
3217,phl,2001,bevtobacco,0.232,0.0797,0.105,1.3119,708.289,0.0452,0.0934,0.0518,0.0853,0.0175,0.2436,0.02,0.1836,0.0011,0.2152,1.8399,0.075,0.0165,0.6274,7.1355,0.7677,0.0232,0.0103,0.036,0.0541,2.37,1.1475,bevtobacco,0.0322,0.0124,0.0084,0.1332,21.9459,0.049,0.0948,0.0649,0.09,0.0116,0.18,0.0207,0.2932,0.0428,0.1361,2.0779,0.0532,0.0007,0.0058,0.2899,0.3311,0.0126,0.0012,0.0048,0.0238,0.2238,0.009,0.320754,0.001689,0.002826,0.001837,0.00343
3218,phl,2001,textiles,1.6505,4.8613,0.1819,9.0228,0.646,158.926,118.844,15.6986,0.3178,0.1243,4.9799,0.1673,0.3273,0.0047,1.8497,18.1907,15.8915,0.0662,2.2318,3.5774,2.4681,0.0989,0.0634,0.2761,0.4106,4.3417,9.561,textiles,0.2289,0.7559,0.0146,0.9159,0.02,172.018,120.618,19.6562,0.3355,0.0822,3.6797,0.1733,0.5225,0.1932,1.1703,20.5438,11.2807,0.0027,0.0207,0.1454,1.0645,0.0538,0.0075,0.0365,0.1804,0.41,0.0749,0.174568,0.019327,0.0176,0.024886,0.021644
3219,phl,2001,clothing,0.0427,0.007,0.0062,0.0964,0.0163,0.0089,655.391,0.0043,0.0056,0.0011,0.005,0.0018,0.0088,0.0001,0.0124,0.1146,0.0057,0.0012,0.0559,0.3301,0.0491,0.0048,0.0043,0.0129,0.0707,1.2966,0.8654,clothing,0.0059,0.0011,0.0005,0.0098,0.0005,0.0097,665.177,0.0054,0.006,0.0007,0.0037,0.0018,0.014,0.0024,0.0078,0.1295,0.004,0.0001,0.0005,0.0134,0.0212,0.0026,0.0005,0.0017,0.0311,0.1224,0.0068,0.286875,0.059702,0.089342,0.046762,0.070054
3220,phl,2001,leather,0.0021,0.0007,0.0002,0.0064,0.0009,0.0054,0.0176,99.2568,0.0008,0.0001,0.0052,0.0001,0.0003,0.0,0.0043,0.0218,0.0099,0.0001,0.0023,0.0046,0.0023,0.0002,0.0001,0.0004,0.0007,0.008,0.0086,leather,0.0003,0.0001,0.0,0.0006,0.0,0.0058,0.0178,124.279,0.0008,0.0001,0.0038,0.0001,0.0004,0.0002,0.0027,0.0247,0.007,0.0,0.0,0.0002,0.001,0.0001,0.0,0.0001,0.0003,0.0008,0.0001,0.257176,0.011831,0.015871,0.008736,0.017044
3221,phl,2001,lumber,2.6096,1.2158,0.5101,5.5148,0.6548,0.1404,0.4291,0.1453,209.604,0.0713,0.235,0.0827,0.3555,0.005,0.7313,8.0028,12.5171,1.301,73.3155,11.37,1.1582,0.103,0.0866,0.2609,0.8682,3.8713,7.9055,lumber,0.362,0.1891,0.041,0.5598,0.0203,0.1519,0.4355,0.1819,221.259,0.0471,0.1736,0.0856,0.5675,0.2034,0.4627,9.038,8.8853,0.0529,0.6785,0.462,0.4995,0.0561,0.0102,0.0345,0.3815,0.3656,0.0619,0.32049,0.015708,0.026262,0.017232,0.026312
3222,phl,2001,paperpub,1.607,0.3076,0.6048,5.9257,11.9659,0.636,1.0809,0.3791,0.438,39.7623,0.7426,1.1544,0.2972,0.005,0.5588,13.7853,1.2942,0.1571,5.2601,9.444,2.2801,0.6853,0.515,2.4373,0.7745,2.6631,32.62,paperpub,0.2229,0.0478,0.0486,0.6015,0.3708,0.6884,1.097,0.4746,0.4623,26.3007,0.5487,1.1957,0.4744,0.2028,0.3536,15.5685,0.9187,0.0064,0.0487,0.3837,0.9834,0.3731,0.0606,0.3221,0.3404,0.2515,0.2555,0.145019,0.004123,0.003119,0.003696,0.003767
3223,phl,2001,chemicals,58.0333,9.7014,3.4556,109.161,15.8145,18.8553,24.8166,9.8898,6.9067,2.2091,307.883,1.3909,4.7575,0.0575,13.64,167.75,12.131,2.5754,57.4458,55.9226,67.024,2.0763,1.2517,6.1248,15.4512,58.8357,101.245,chemicals,8.0498,1.5085,0.2777,11.0813,0.49,20.4086,25.1872,12.383,7.2908,1.4612,227.498,1.4406,7.5946,2.3441,8.6297,189.45,8.6112,0.1047,0.5317,2.2724,28.907,1.1305,0.1473,0.8094,6.7906,5.5557,0.7931,0.277941,0.018351,0.026606,0.040802,0.024522
3224,phl,2001,nonmetmin,0.9309,0.3487,0.5913,6.6232,10.2612,0.2452,0.3974,0.1377,0.2286,0.0657,3.3956,60.7949,0.1602,0.0024,1.148,11.6905,0.8817,0.1346,95.2482,2.4631,1.536,0.0657,0.0598,0.1753,0.4771,5.0595,10.247,nonmetmin,0.1291,0.0542,0.0475,0.6723,0.3179,0.2654,0.4034,0.1725,0.2413,0.0434,2.509,62.9693,0.2558,0.0958,0.7263,13.2028,0.6259,0.0055,0.8815,0.1001,0.6625,0.0358,0.007,0.0232,0.2097,0.4778,0.0803,0.218259,0.007016,0.007988,0.005987,0.009602
3225,phl,2001,metals,1.9685,2.3481,9.1423,14.878,4.6614,0.5074,0.9817,0.4494,1.3957,0.5195,1.2669,1.8548,85.6914,0.2879,28.8303,328.828,4.5812,1.3827,86.4718,12.0045,8.5739,0.597,0.2062,0.584,1.2842,7.5063,14.6208,metals,0.2731,0.3651,0.7348,1.5103,0.1444,0.5492,0.9964,0.5626,1.4733,0.3436,0.9361,1.9212,136.791,11.7271,18.2404,371.363,3.252,0.0562,0.8003,0.4878,3.6979,0.325,0.0243,0.0772,0.5644,0.7088,0.1145,0.183382,0.018725,0.017912,0.039207,0.033873
3226,phl,2001,fabmetals,3.5527,2.9005,1.563,25.427,15.4806,0.324,0.695,1.1164,4.3578,0.2259,1.228,0.262,0.5814,1.5462,13.092,133.471,7.1493,0.668,115.109,16.1146,7.8935,1.5227,0.2993,0.9742,1.0692,8.1399,19.2862,fabmetals,0.4928,0.451,0.1256,2.5812,0.4797,0.3507,0.7054,1.3979,4.6001,0.1494,0.9074,0.2714,0.9282,62.9816,8.283,150.736,5.075,0.0272,1.0654,0.6548,3.4044,0.8291,0.0352,0.1287,0.4699,0.7686,0.1511,0.314385,0.005098,0.00836,0.017427,0.008794
3227,phl,2001,transpequip,0.6676,0.3047,0.2233,1.4291,0.2106,0.0383,0.0972,0.0398,0.1066,0.016,0.0618,0.0252,0.1127,0.0008,107.64,1.4428,0.1734,0.2586,0.8206,3.4038,7.6687,0.2417,0.0642,0.1427,0.4664,1.6726,4.3109,transpequip,0.0926,0.0474,0.0179,0.1451,0.0065,0.0414,0.0986,0.0499,0.1125,0.0106,0.0457,0.0261,0.1799,0.0311,68.1015,1.6294,0.1231,0.0105,0.0076,0.1383,3.3074,0.1316,0.0076,0.0189,0.205,0.1579,0.0338,0.101699,0.015159,0.008042,0.005254,0.017163
3228,phl,2001,machinery,0.8457,2.0995,0.8054,3.2755,0.3913,0.1225,0.2247,0.0757,0.5916,0.0669,0.2082,0.1374,0.167,0.0024,1.4976,2606.17,0.5991,0.1168,4.1043,2.61,3.3983,1.0591,0.101,0.2389,0.5273,1.6875,6.2997,machinery,0.1173,0.3265,0.0647,0.3325,0.0121,0.1326,0.2281,0.0948,0.6245,0.0442,0.1538,0.1424,0.2667,0.098,0.9475,2943.29,0.4253,0.0047,0.038,0.1061,1.4657,0.5767,0.0119,0.0316,0.2317,0.1593,0.0494,0.110324,0.661674,0.380794,0.207259,0.423341
3229,phl,2001,othermanuf,0.6598,2.4832,1.1073,3.0344,0.7373,0.5318,5.6341,1.1358,1.0869,0.2302,0.2972,0.5077,0.4254,0.0284,2.0908,19.6763,322.956,0.1458,4.7918,5.519,3.426,0.7791,0.607,2.7372,0.5796,11.3343,29.1711,othermanuf,0.0915,0.3861,0.089,0.308,0.0228,0.5756,5.7182,1.4221,1.1474,0.1523,0.2196,0.5259,0.6791,1.1568,1.3228,22.2215,229.252,0.0059,0.0443,0.2243,1.4776,0.4242,0.0714,0.3617,0.2547,1.0703,0.2285,0.415034,0.01361,0.029467,0.018931,0.024603
3230,phl,2001,water,1.2666,1.6733,0.3844,8.776,3.2011,0.9696,1.9329,0.5347,0.4533,0.166,0.3575,0.1356,0.566,0.0043,0.8579,13.2592,0.5407,148.539,2.9962,16.4013,2.3719,0.6957,0.726,1.721,0.4268,2.3903,14.5597,water,0.1757,0.2602,0.0309,0.8909,0.0992,1.0494,1.9617,0.6695,0.4785,0.1098,0.2642,0.1404,0.9035,0.1759,0.5428,14.9743,0.3838,6.0384,0.0277,0.6665,1.023,0.3788,0.0854,0.2274,0.1876,0.2257,0.1141,0.583596,0.000263,0.000802,0.002254,0.000559
3231,phl,2001,construction,2.9439,1.5921,1.3884,7.7161,1.1591,0.1814,0.429,0.1688,0.4294,0.1155,0.3217,0.1667,0.3606,0.0033,0.6101,6.3064,0.3669,0.515,2698.95,9.4637,3.8111,0.5521,0.9089,1.8237,5.5086,50.071,167.617,construction,0.4084,0.2476,0.1116,0.7833,0.0359,0.1964,0.4354,0.2113,0.4533,0.0764,0.2377,0.1727,0.5757,0.1334,0.386,7.1222,0.2605,0.0209,24.9793,0.3845,1.6437,0.3006,0.1069,0.241,2.4209,4.728,1.3131,0.432165,0.001485,0.003348,0.003371,0.002757
3232,phl,2001,distribution,98.0656,41.8105,61.3501,440.736,87.5916,19.2049,44.082,26.5938,46.3071,9.5292,34.0123,10.9353,108.597,0.6029,122.138,1023.51,38.9041,8.6596,335.646,4291.68,178.575,9.9482,2.9858,9.9496,10.8627,136.22,322.482,distribution,13.6027,6.5013,4.9307,44.7406,2.714,20.7871,44.7402,33.2979,48.8819,6.3031,25.1321,11.3264,173.356,24.5603,77.2746,1155.9,27.6163,0.352,3.1065,174.389,77.0182,5.4166,0.3513,1.3149,4.774,12.8628,2.5262,0.654158,0.006698,0.022856,0.140781,0.015399
3233,phl,2001,transport,18.8585,9.3828,3.7338,65.6682,11.7759,2.459,8.219,2.814,12.2911,0.9279,4.2631,1.3967,6.2416,0.0511,13.5012,107.086,5.2526,0.5947,72.9735,140.189,1462.26,4.3387,2.7956,9.1578,4.1347,25.4832,81.6781,transport,2.6159,1.459,0.3001,6.6662,0.3649,2.6615,8.3417,3.5233,12.9745,0.6138,3.15,1.4467,9.9636,2.0805,8.542,120.938,3.7286,0.0242,0.6754,5.6965,630.663,2.3623,0.3289,1.2103,1.8171,2.4063,0.6398,0.389763,0.039736,0.080791,0.058679,0.072972
3234,phl,2001,communcation,3.8254,0.9384,1.0224,11.2804,2.5666,0.4743,1.7436,0.6547,1.3025,0.2284,0.7987,0.2507,1.4105,0.01,2.378,24.5961,1.3333,0.1944,9.982,52.1742,14.2434,408.858,2.0794,4.458,2.3973,8.1675,24.4778,communcation,0.5306,0.1459,0.0822,1.1451,0.0795,0.5134,1.7697,0.8197,1.375,0.1511,0.5901,0.2597,2.2515,0.4085,1.5045,27.7777,0.9465,0.0079,0.0924,2.1201,6.1431,222.614,0.2446,0.5892,1.0536,0.7712,0.1918,0.65705,0.008541,0.029273,0.019263,0.017569
3235,phl,2001,finance,16.4386,7.9573,18.3628,65.8778,13.9207,3.4321,8.4575,3.8913,8.9526,1.2541,5.0431,1.9568,7.5256,0.0504,15.104,108.73,5.1898,4.6084,54.7556,180.647,47.2396,3.7623,260.544,7.5894,17.9599,45.4085,403.86,finance,2.2802,1.2373,1.4758,6.6875,0.4313,3.7148,8.5838,4.8723,9.4504,0.8295,3.7264,2.0268,12.0134,2.0524,9.556,122.795,3.684,0.1873,0.5068,7.3405,20.3741,2.0485,30.6515,1.003,7.8931,4.2878,3.1637,0.740338,0.001038,0.00401,0.019171,0.002449
3236,phl,2001,insurance,2.5904,1.1632,1.5769,10.0835,2.0839,0.5347,1.694,0.7117,1.5502,0.127,0.7165,0.2642,0.7436,0.0052,1.5987,15.5625,0.6857,0.4884,5.9445,14.93,16.022,0.4446,0.4414,460.717,2.7031,4.7873,32.7135,insurance,0.3593,0.1809,0.1267,1.0236,0.0646,0.5787,1.7193,0.8911,1.6365,0.084,0.5294,0.2737,1.187,0.2119,1.0115,17.5755,0.4867,0.0199,0.055,0.6067,6.9102,0.2421,0.0519,60.8862,1.188,0.452,0.2563,0.691382,0.002257,0.008139,0.006928,0.005299
3237,phl,2001,obsict,150.147,11.0721,9.3706,270.531,42.4342,4.3238,10.4889,5.1059,8.5779,1.6156,8.9472,3.5283,7.9894,0.0715,17.7246,181.153,7.391,1.7471,74.5374,271.33,163.958,10.8854,11.8856,29.5916,388.02,66.542,280.28,obsict,20.827,1.7216,0.7531,27.4625,1.3148,4.6801,10.6455,6.3931,9.0549,1.0686,6.6112,3.6545,12.7537,2.9132,11.214,204.586,5.2466,0.071,0.6899,11.0253,70.7138,5.9269,1.3983,3.9107,170.529,6.2833,2.1956,0.586195,0.006774,0.020713,0.042411,0.014924
3238,phl,2001,oconsumer,11.5005,1.1459,0.9007,21.3683,3.7196,0.8572,2.0546,0.9656,1.0175,0.2229,1.1248,0.5107,0.9229,0.0104,2.0552,17.8046,1.0254,0.3956,14.359,32.2704,8.2647,2.8023,2.4579,8.4323,2.9012,1615.79,381.141,oconsumer,1.5952,0.1782,0.0724,2.1692,0.1153,0.9278,2.0853,1.209,1.0741,0.1474,0.8311,0.529,1.4733,0.424,1.3003,20.1077,0.7279,0.0161,0.1329,1.3113,3.5645,1.5258,0.2892,1.1144,1.275,152.574,2.9858,0.467562,0.008254,0.020131,0.014034,0.017392
3239,phl,2001,oservices,0.7111,0.287,0.258,2.2667,0.6915,0.063,0.1256,0.0631,0.1064,0.0286,0.1759,0.0556,0.1223,0.0011,0.2165,3.2023,0.0928,0.0705,214.966,3.8861,0.8766,0.1045,0.1265,0.2595,0.8356,4.7719,10648.5,oservices,0.0986,0.0446,0.0207,0.2301,0.0214,0.0681,0.1275,0.079,0.1123,0.0189,0.13,0.0576,0.1952,0.0432,0.137,3.6166,0.0659,0.0029,1.9896,0.1579,0.3781,0.0569,0.0149,0.0343,0.3672,0.4506,83.4179,0.679147,0.003027,0.010725,0.006459,0.007144
3456,tha,2001,primaryagr,3146.4,24.0362,2.9337,3751.92,73.9115,71.1204,74.3104,47.2061,7.758,11.0842,832.402,7.0786,1.3918,5.1222,34.1734,73.0839,47.8355,0.5471,35.4593,33.0709,57.4192,1.8236,-0.8143,2.2737,90.6784,542.883,192.037,primaryagr,1906.93,4.3888,1.8136,2562.29,10.3051,63.4261,33.6835,29.7727,7.926,8.5328,729.853,7.3064,1.4577,3.6427,10.7362,70.1438,31.2283,0.0532,1.0496,4.0592,35.399,0.3409,0.1548,0.6694,64.6362,103.109,2.8441,0.67279,0.032358,0.076399,0.122578,0.049906
3457,tha,2001,otherprim,31.8657,690.954,0.9698,696.551,11.5268,4.6319,7.1395,7.3181,65.3973,2.8396,39.7555,89.6164,9.7892,3.5306,11.0837,30.6852,33.3819,0.2327,298.219,9.4885,9.9907,0.5421,-0.2503,0.6463,18.3573,197.523,61.0016,otherprim,19.3128,126.161,0.5995,475.694,1.6071,4.1308,3.2362,4.6155,66.8138,2.1859,34.8577,92.5004,10.253,2.5108,3.4822,29.4508,21.7926,0.0226,8.8272,1.1646,6.1593,0.1013,0.0476,0.1903,13.0852,37.5154,0.9035,0.640693,0.002379,0.005348,0.020816,0.003596
3458,tha,2001,energy,72.2458,71.3292,807.509,483.434,50.1912,156.119,212.468,54.2956,64.3995,48.3581,580.898,138.354,81.3218,45.4429,81.9101,516.712,72.586,28.9419,303.495,195.721,1226.42,13.0605,-4.1709,8.7877,69.2286,313.681,459.394,energy,43.7859,13.024,499.215,330.15,6.9979,139.229,96.3078,34.2441,65.7944,37.2267,509.333,142.806,85.1744,32.3171,25.7337,495.926,47.386,2.8122,8.9833,24.0231,756.093,2.4417,0.7931,2.5871,49.3467,59.5771,6.8037,0.385769,0.012796,0.017324,0.075713,0.012479
3459,tha,2001,procfoods,79.253,18.299,1.0077,2984.24,34.6652,7.6267,10.252,19.348,3.1748,4.43,42.9306,4.0188,0.5258,1.1252,4.9494,16.3243,20.5667,0.1427,14.218,13.0218,12.7573,0.7296,-0.3183,0.9303,31.9629,262.376,76.0418,procfoods,48.0327,3.3412,0.623,2038.02,4.8332,6.8016,4.647,12.2027,3.2436,3.4103,37.6417,4.1482,0.5507,0.8002,1.555,15.6676,13.4265,0.0139,0.4208,1.5983,7.8649,0.1364,0.0605,0.2739,22.7834,49.8329,1.1262,0.199926,0.110006,0.077181,0.049134,0.148702
3460,tha,2001,bevtobacco,2.0347,0.2925,0.5185,5.6515,513.37,2.0414,3.9119,1.6961,0.8236,0.3218,3.9486,0.7024,0.1543,0.6268,2.3245,9.0317,1.9181,0.0882,3.9113,7.8779,16.9746,0.5779,-0.2449,1.1945,13.9562,243.904,48.2865,bevtobacco,1.2332,0.0534,0.3206,3.8596,71.5767,1.8206,1.7732,1.0697,0.8415,0.2478,3.4621,0.725,0.1616,0.4458,0.7303,8.6683,1.2522,0.0086,0.1158,0.9669,10.4649,0.108,0.0466,0.3517,9.9481,46.3244,0.7151,0.357121,0.002223,0.002786,0.0036,0.002808
3461,tha,2001,textiles,4.5558,0.7403,0.8397,17.209,1.8937,1467.43,1195.51,82.0452,1.5131,3.3167,76.3339,1.9152,0.3615,2.3418,16.2517,30.6031,48.7819,0.3196,10.9902,22.0536,30.6075,0.4331,-0.3486,2.9324,9.4829,38.9664,22.5235,textiles,2.7611,0.1352,0.5191,11.7525,0.264,1308.68,541.904,51.7456,1.5459,2.5533,66.9298,1.9768,0.3786,1.6654,5.1058,29.372,31.8461,0.0311,0.3253,2.7069,18.8696,0.081,0.0663,0.8633,6.7595,7.4009,0.3336,0.302289,0.040199,0.042645,0.04512,0.042965
3462,tha,2001,clothing,0.6938,0.1626,0.3703,2.9882,0.8057,6.1706,1956.99,10.3269,0.5063,0.4579,5.2262,0.6092,0.1409,0.9027,5.727,8.5475,2.1147,0.1282,2.7175,10.5431,15.8415,0.1855,-0.1631,0.589,3.3622,12.8922,10.2956,clothing,0.4205,0.0297,0.2289,2.0407,0.1123,5.5031,887.069,6.5132,0.5172,0.3525,4.5823,0.6288,0.1475,0.642,1.7992,8.2036,1.3806,0.0125,0.0804,1.2941,9.7663,0.0347,0.031,0.1734,2.3966,2.4486,0.1525,0.273761,0.039652,0.038094,0.020156,0.046582
3463,tha,2001,leather,0.5833,0.1073,0.118,2.7622,0.4516,1.0486,3.2613,1135.8,0.4558,0.8053,1.8385,0.4359,0.0728,0.3162,2.8648,5.7701,4.6622,0.0242,2.1709,18.8323,2.2623,0.0489,-0.0355,0.167,2.5216,8.5852,4.8059,leather,0.3535,0.0196,0.0729,1.8864,0.063,0.9351,1.4783,716.345,0.4656,0.6199,1.612,0.4499,0.0762,0.2249,0.9,5.5379,3.0436,0.0024,0.0643,2.3115,1.3947,0.0091,0.0067,0.0492,1.7974,1.6306,0.0712,0.343872,0.023233,0.028036,0.015956,0.025289
3464,tha,2001,lumber,3.843,0.482,0.1831,7.882,0.8655,1.8516,4.9369,2.1753,694.046,0.4416,7.6629,1.2181,0.3385,3.9915,13.924,40.2927,119.991,0.0485,64.0333,12.1688,4.73,0.0749,-0.0775,0.1784,2.7572,3.7631,7.2597,lumber,2.3291,0.088,0.1132,5.3828,0.1207,1.6513,2.2378,1.3719,709.079,0.34,6.7189,1.2573,0.3546,2.8386,4.3745,38.6718,78.3332,0.0047,1.8954,1.4936,2.9161,0.014,0.0147,0.0525,1.9654,0.7147,0.1075,0.364731,0.020785,0.026605,0.018604,0.027838
